-39,-69,0,3
-45,-69,0,1
-39,-69,0,3
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-21,-69,0,9
-42,-69,0,2
-36,-69,0,4
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-21,-69,0,9
-42,-69,0,2
-42,-69,0,2
-45,-69,0,1
-39,-69,0,3
-21,-69,0,9
-39,-69,0,3
-39,-69,0,3
33,-69,0,27
3,-69,0,17
-39,-69,0,3
-36,-69,0,4
-45,-69,0,1
-39,-69,0,3
-42,-69,0,2
-33,-69,0,5
-21,-69,0,9
33,-69,0,27
-39,-69,0,3
-12,-69,0,12
21,-69,0,23
-36,-69,0,4
-42,-69,0,2
39,-69,0,29
18,-69,0,22
-39,-69,0,3
-30,-69,0,6
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-45,-69,0,1
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-36,-69,0,4
-42,-69,0,2
-39,-69,0,3
-36,-69,0,4
-42,-69,0,2
6,-69,0,18
-45,-69,0,1
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
-36,-69,0,4
-36,-69,0,4
27,-69,0,25
-33,-69,0,5
-42,-69,0,2
-36,-69,0,4
-42,-69,0,2
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
-39,-69,0,3
-42,-69,0,2
-42,-69,0,2
-36,-69,0,4
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
48,-69,0,32
-42,-69,0,2
-33,-69,0,5
-39,-69,0,3
-33,-69,0,5
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
-36,-69,0,4
-21,-69,0,9
-42,-69,0,2
-42,-69,0,2
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
45,-69,0,31
-42,-69,0,2
-42,-69,0,2
-36,-69,0,4
-45,-69,0,1
-45,-69,0,1
-42,-69,0,2
-42,-69,0,2
-30,-69,0,6
-39,-69,0,3
12,-69,0,20
-33,-69,0,5
-36,-69,0,4
-39,-69,0,3
-39,-69,0,3
-45,-69,0,1
-42,-69,0,2
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
-30,-69,0,6
-42,-69,0,2
-39,-69,0,3
-33,-69,0,5
-36,-69,0,4
-42,-69,0,2
-27,-69,0,7
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-42,-69,0,2
-36,-69,0,4
-45,-69,0,1
-39,-69,0,3
-42,-69,0,2
-42,-69,0,2
-36,-69,0,4
-36,-69,0,4
-39,-69,0,3
-42,-69,0,2
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
0,-69,0,16
-39,-69,0,3
-36,-69,0,4
-36,-69,0,4
-48,-69,0,0
30,-69,0,26
-39,-69,0,3
-39,-69,0,3
-42,-69,0,2
-39,-69,0,3
-45,-69,0,1
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-36,-69,0,4
-45,-69,0,1
-45,-69,0,1
-33,-69,0,5
-39,-69,0,3
-42,-69,0,2
-42,-69,0,2
-36,-69,0,4
-36,-69,0,4
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-45,-69,0,1
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-42,-69,0,2
-42,-69,0,2
-45,-69,0,1
-42,-69,0,2
33,-69,0,27
-42,-69,0,2
-6,-69,0,14
-42,-69,0,2
-39,-69,0,3
-36,-69,0,4
-45,-69,0,1
-33,-69,0,5
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-45,-69,0,1
-42,-69,0,2
-42,-69,0,2
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-45,-69,0,1
-42,-69,0,2
-30,-69,0,6
-39,-69,0,3
-42,-69,0,2
-36,-69,0,4
-42,-69,0,2
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
-45,-69,0,1
-42,-69,0,2
-42,-69,0,2
-42,-69,0,2
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-42,-69,0,2
-36,-69,0,4
-45,-69,0,1
0,-69,0,16
-36,-69,0,4
-30,-69,0,6
-42,-69,0,2
-39,-69,0,3
-33,-69,0,5
-39,-69,0,3
-36,-69,0,4
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-42,-69,0,2
-45,-69,0,1
-45,-69,0,1
-39,-69,0,3
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-33,-69,0,5
-36,-69,0,4
-36,-69,0,4
-36,-69,0,4
-36,-69,0,4
-36,-69,0,4
-33,-69,0,5
-33,-69,0,5
-39,-69,0,3
-36,-69,0,4
39,-69,0,29
-36,-69,0,4
-39,-69,0,3
-30,-69,0,6
-33,-69,0,5
-33,-69,0,5
-42,-69,0,2
-36,-69,0,4
-12,-69,0,12
-42,-69,0,2
-36,-69,0,4
-42,-69,0,2
-39,-69,0,3
-42,-69,0,2
-42,-69,0,2
-42,-69,0,2
-48,-69,0,0
-27,-69,0,7
-36,-69,0,4
-42,-69,0,2
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
9,-69,0,19
-42,-69,0,2
-45,-69,0,1
-27,-69,0,7
-36,-69,0,4
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-33,-69,0,5
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-33,-69,0,5
-39,-69,0,3
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
-42,-69,0,2
-27,-69,0,7
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-39,-69,0,3
-42,-69,0,2
-39,-69,0,3
-30,-69,0,6
-45,-69,0,1
-39,-69,0,3
-36,-69,0,4
-48,-69,0,0
-36,-69,0,4
-45,-69,0,1
-39,-69,0,3
-21,-69,0,9
-45,-69,0,1
-42,-69,0,2
-45,-69,0,1
-15,-69,0,11
39,-69,0,29
-24,-69,0,8
-42,-69,0,2
-42,-69,0,2
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-33,-69,0,5
-39,-69,0,3
-39,-69,0,3
-45,-69,0,1
-42,-69,0,2
-36,-69,0,4
-45,-69,0,1
-45,-69,0,1
42,-69,0,30
-42,-69,0,2
-45,-69,0,1
-42,-69,0,2
-45,-69,0,1
-39,-69,0,3
-39,-69,0,3
-36,-69,0,4
-45,-69,0,1
-39,-69,0,3
-36,-69,0,4
-39,-69,0,3
-45,-69,0,1
-42,-69,0,2
-39,-69,0,3
-42,-69,0,2
-18,-69,0,10
-30,-69,0,6
-39,-69,0,3
-39,-69,0,3
-39,-69,0,3
-33,-69,0,5
-42,-69,0,2
39,-69,0,29
-42,-69,0,2
-36,-69,0,4
-36,-69,0,4
-42,-69,0,2
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-18,-69,0,10
-27,-69,0,7
-45,-69,0,1
-42,-69,0,2
-39,-69,0,3
-42,-69,0,2
-42,-69,0,2
-39,-69,0,3
-39,-69,0,3
-42,-69,0,2
-36,-69,0,4
-45,-69,0,1
24,-69,0,24
-42,-69,0,2
-36,-69,0,4
-39,-69,0,3
-33,-69,0,5
39,-69,0,29
-39,-69,0,3
-39,-69,0,3
