-27,69,0,7
-9,69,0,13
36,69,0,28
-42,69,0,2
-15,69,0,11
-36,69,0,4
-42,69,0,2
-39,69,0,3
-39,69,0,3
-42,69,0,2
-45,69,0,1
-42,69,0,2
-39,69,0,3
-48,69,0,0
-45,69,0,1
-42,69,0,2
-24,69,0,8
-39,69,0,3
-39,69,0,3
-45,69,0,1
-21,69,0,9
-39,69,0,3
-21,69,0,9
36,69,0,28
-42,69,0,2
-45,69,0,1
-36,69,0,4
-48,69,0,0
-45,69,0,1
-42,69,0,2
-30,69,0,6
-39,69,0,3
-39,69,0,3
-42,69,0,2
-39,69,0,3
-15,69,0,11
-36,69,0,4
-42,69,0,2
-42,69,0,2
-45,69,0,1
-42,69,0,2
-42,69,0,2
-39,69,0,3
-21,69,0,9
-42,69,0,2
33,69,0,27
-39,69,0,3
-42,69,0,2
-39,69,0,3
-42,69,0,2
-39,69,0,3
0,69,0,16
-36,69,0,4
-45,69,0,1
-42,69,0,2
-39,69,0,3
30,69,0,26
-45,69,0,1
-36,69,0,4
-42,69,0,2
-39,69,0,3
-39,69,0,3
-36,69,0,4
-39,69,0,3
-42,69,0,2
-42,69,0,2
-42,69,0,2
-39,69,0,3
-36,69,0,4
-39,69,0,3
-39,69,0,3
-39,69,0,3
-36,69,0,4
-45,69,0,1
-36,69,0,4
-39,69,0,3
-39,69,0,3
-36,69,0,4
-42,69,0,2
-36,69,0,4
-39,69,0,3
-15,69,0,11
-39,69,0,3
-45,69,0,1
-39,69,0,3
-39,69,0,3
-39,69,0,3
-18,69,0,10
-42,69,0,2
-42,69,0,2
-36,69,0,4
9,69,0,19
-45,69,0,1
42,69,0,30
-36,69,0,4
-18,69,0,10
-36,69,0,4
-36,69,0,4
-42,69,0,2
-36,69,0,4
-39,69,0,3
-39,69,0,3
-36,69,0,4
-21,69,0,9
-42,69,0,2
-45,69,0,1
-39,69,0,3
-42,69,0,2
-42,69,0,2
-42,69,0,2
-36,69,0,4
-39,69,0,3
-36,69,0,4
-36,69,0,4
-42,69,0,2
-45,69,0,1
-36,69,0,4
-39,69,0,3
-18,69,0,10
-36,69,0,4
-39,69,0,3
-42,69,0,2
-39,69,0,3
-36,69,0,4
-24,69,0,8
-45,69,0,1
-42,69,0,2
6,69,0,18
-39,69,0,3
-18,69,0,10
-39,69,0,3
-39,69,0,3
-42,69,0,2
-39,69,0,3
-42,69,0,2
-39,69,0,3
-42,69,0,2
-39,69,0,3
-39,69,0,3
-42,69,0,2
-42,69,0,2
-9,69,0,13
-18,69,0,10
-12,69,0,12
-42,69,0,2
-42,69,0,2
-39,69,0,3
-39,69,0,3
-33,69,0,5
-33,69,0,5
48,69,0,32
-36,69,0,4
-39,69,0,3
-36,69,0,4
-42,69,0,2
-39,69,0,3
-39,69,0,3
-36,69,0,4
-36,69,0,4
-42,69,0,2
-33,69,0,5
-39,69,0,3
-42,69,0,2
-42,69,0,2
-36,69,0,4
-33,69,0,5
-42,69,0,2
-36,69,0,4
-15,69,0,11
-36,69,0,4
-39,69,0,3
-39,69,0,3
-36,69,0,4
-42,69,0,2
-39,69,0,3
